threshold,false_positive_rate,true_positive_rate,youden_j,cumulative_risky,cumulative_favorable,ks_gap,population_share
0.979682207107544,0.0,0.02847380410022779,0.02847380410022779,0.02847380410022779,0.0,0.02847380410022779,0.0125
0.9792948365211487,0.0,0.029612756264236904,0.029612756264236904,0.029612756264236904,0.0,0.029612756264236904,0.013
0.979242205619812,0.0,0.03018223234624146,0.03018223234624146,0.03018223234624146,0.0,0.03018223234624146,0.01325
0.978801429271698,0.0,0.030751708428246014,0.030751708428246014,0.030751708428246014,0.0,0.030751708428246014,0.0135
0.9786253571510315,0.0,0.03132118451025057,0.03132118451025057,0.03132118451025057,0.0,0.03132118451025057,0.01375
0.9786100387573242,0.0,0.03302961275626424,0.03302961275626424,0.03302961275626424,0.0,0.03302961275626424,0.0145
0.978601336479187,0.0,0.033599088838268794,0.033599088838268794,0.033599088838268794,0.0,0.033599088838268794,0.01475
0.9785269498825073,0.0,0.03416856492027335,0.03416856492027335,0.03416856492027335,0.0,0.03416856492027335,0.015
0.9785206317901611,0.0,0.034738041002277904,0.034738041002277904,0.034738041002277904,0.0,0.034738041002277904,0.01525
0.9781140089035034,0.0,0.03530751708428246,0.03530751708428246,0.03530751708428246,0.0,0.03530751708428246,0.0155
0.977970540523529,0.0,0.03644646924829157,0.03644646924829157,0.03644646924829157,0.0,0.03644646924829157,0.016
0.9778274893760681,0.0,0.037015945330296125,0.037015945330296125,0.037015945330296125,0.0,0.037015945330296125,0.01625
0.9773706197738647,0.0,0.03758542141230068,0.03758542141230068,0.03758542141230068,0.0,0.03758542141230068,0.0165
0.9771700501441956,0.0,0.038154897494305236,0.038154897494305236,0.038154897494305236,0.0,0.038154897494305236,0.01675
0.9770990014076233,0.0,0.0387243735763098,0.0387243735763098,0.0387243735763098,0.0,0.0387243735763098,0.017
0.9766252040863037,0.0,0.03929384965831435,0.03929384965831435,0.03929384965831435,0.0,0.03929384965831435,0.01725
0.9762688875198364,0.0,0.03986332574031891,0.03986332574031891,0.03986332574031891,0.0,0.03986332574031891,0.0175
0.9760934710502625,0.0,0.040432801822323464,0.040432801822323464,0.040432801822323464,0.0,0.040432801822323464,0.01775
0.9759358763694763,0.0,0.041571753986332574,0.041571753986332574,0.041571753986332574,0.0,0.041571753986332574,0.01825
0.9755213856697083,0.0,0.04328018223234624,0.04328018223234624,0.04328018223234624,0.0,0.04328018223234624,0.019
0.97504723072052,0.0,0.043849658314350795,0.043849658314350795,0.043849658314350795,0.0,0.043849658314350795,0.01925
0.9749091863632202,0.0,0.04441913439635535,0.04441913439635535,0.04441913439635535,0.0,0.04441913439635535,0.0195
0.9745162725448608,0.0,0.044988610478359906,0.044988610478359906,0.044988610478359906,0.0,0.044988610478359906,0.01975
0.9745039343833923,0.0,0.04612756264236902,0.04612756264236902,0.04612756264236902,0.0,0.04612756264236902,0.02025
0.9742363095283508,0.0,0.04669703872437358,0.04669703872437358,0.04669703872437358,0.0,0.04669703872437358,0.0205
0.9736961126327515,0.0,0.04726651480637813,0.04726651480637813,0.04726651480637813,0.0,0.04726651480637813,0.02075
0.9735369682312012,0.0,0.04783599088838269,0.04783599088838269,0.04783599088838269,0.0,0.04783599088838269,0.021
0.9735198020935059,0.0,0.0489749430523918,0.0489749430523918,0.0489749430523918,0.0,0.0489749430523918,0.0215
0.9733697772026062,0.0,0.049544419134396354,0.049544419134396354,0.049544419134396354,0.0,0.049544419134396354,0.02175
0.9728489518165588,0.0,0.05125284738041002,0.05125284738041002,0.05125284738041002,0.0,0.05125284738041002,0.0225
0.972693145275116,0.0,0.051822323462414575,0.051822323462414575,0.051822323462414575,0.0,0.051822323462414575,0.02275
0.9726752042770386,0.0,0.05296127562642369,0.05296127562642369,0.05296127562642369,0.0,0.05296127562642369,0.02325
