threshold,accuracy,precision,recall,f1,roc_auc,gini,ks,pr_auc,brier_score,ece,tn,fp,fn,tp,model,display_name,calibration_method,threshold_criterion,validation_f1_at_selected_threshold
0.4062191433846539,0.8505,0.8076514346439958,0.8656036446469249,0.8356239692138537,0.9221648770297103,0.8443297540594206,0.7071055591422737,0.9130133505214152,0.10741083103748213,0.01897362382596743,1882,362,236,1520,lightgbm,LightGBM,sigmoid,maximum F1 on threshold-validation set,0.8400357462019661
0.4004772176117735,0.8305,0.7781217750257998,0.8587699316628702,0.8164591229020033,0.9094687833717046,0.8189375667434091,0.6720721214557474,0.8978526856105047,0.11824083889083897,0.017086809253834784,1814,430,248,1508,random_forest,Random Forest,sigmoid,maximum F1 on threshold-validation set,0.8295706064630367
0.43240727898464826,0.8205,0.7808441558441559,0.821753986332574,0.8007769145394007,0.9048888658797541,0.8097777317595083,0.6441424157155096,0.8924915023899966,0.12350393735934595,0.04000921911310825,1839,405,313,1443,decision_tree,Decision Tree,sigmoid,maximum F1 on threshold-validation set,0.8174069089277702
0.45495785014176915,0.82875,0.7905588714053174,0.8297266514806378,0.8096693525979439,0.9009058324095843,0.8018116648191687,0.6614246444073592,0.8941498520227096,0.12373341323858228,0.04855171995221031,1858,386,299,1457,logistic_regression,Logistic Regression,sigmoid,maximum F1 on threshold-validation set,0.8247706422018348
0.4013597369194031,0.8135,0.7587090163934426,0.8433940774487472,0.7988133764832794,0.8939737807527235,0.787947561505447,0.6349871487215719,0.8757950644203387,0.13037354524058156,0.03335088205663486,1773,471,275,1481,xgboost,XGBoost,sigmoid,maximum F1 on threshold-validation set,0.8026548672566372
