recall,precision
0.302,0.9286158886310906
0.3025,0.9284977030162413
0.303,0.9283795174013921
0.3035,0.9282613317865429
0.304,0.9281431461716938
0.3045,0.9280249605568446
0.305,0.9279067749419954
0.3055,0.9277885893271463
0.306,0.927670403712297
0.3065,0.9275522180974478
0.307,0.9274340324825987
0.3075,0.9273158468677495
0.308,0.9271976612529003
0.3085,0.927079475638051
0.309,0.9269612900232019
0.3095,0.9268431044083527
0.31,0.9267249187935035
0.3105,0.9266067331786543
0.311,0.9264885475638052
0.3115,0.926370361948956
0.312,0.9262521763341067
0.3125,0.9261339907192576
0.313,0.9260158051044084
0.3135,0.9258976194895592
0.314,0.9257794338747101
0.3145,0.9256612482598608
0.315,0.9255430626450116
0.3155,0.9254248770301624
0.316,0.9253066914153133
0.3165,0.9251885058004641
0.317,0.9250703201856149
0.3175,0.9249521345707656
0.318,0.9248339489559165
0.3185,0.9247157633410673
0.319,0.9245975777262181
0.3195,0.924479392111369
0.32,0.9243612064965198
0.3205,0.9242430208816705
0.321,0.9241248352668214
0.3215,0.9240066496519722
0.322,0.923888464037123
0.3225,0.9237702784222738
0.323,0.9236520928074247
0.3235,0.9235339071925754
0.324,0.9234157215777262
0.3245,0.923297535962877
0.325,0.9231793503480279
0.3255,0.9230611647331787
0.326,0.9229429791183295
0.3265,0.9228247935034803
0.327,0.9227066078886311
0.3275,0.9225884222737819
0.328,0.9224702366589328
0.3285,0.9223520510440836
0.329,0.9222338654292344
0.3295,0.9221156798143851
0.33,0.921997494199536
0.3305,0.9218793085846868
0.331,0.9217611229698376
0.3315,0.9216429373549885
0.332,0.9215247517401393
0.3325,0.92140656612529
0.333,0.9212883805104408
0.3335,0.9211701948955917
0.334,0.9210520092807425
0.3345,0.9209338236658933
0.335,0.9208156380510442
0.3355,0.9206974524361949
0.336,0.9205792668213457
0.3365,0.9204610812064966
0.337,0.9203428955916474
0.3375,0.9202247099767982
0.338,0.920106524361949
0.3385,0.9199883387470998
0.339,0.9198701531322506
0.3395,0.9197519675174014
0.34,0.9196337819025522
0.3405,0.9195155962877031
0.341,0.9193974106728539
0.3415,0.9192792250580046
0.342,0.9191610394431555
0.3425,0.9190428538283063
0.343,0.9189246682134571
0.3435,0.918806482598608
0.34400000000000003,0.9186882969837588
0.34450000000000003,0.9185701113689095
0.34500000000000003,0.9184519257540603
0.34550000000000003,0.9183337401392112
0.34600000000000003,0.918215554524362
0.34650000000000003,0.9180973689095128
0.34700000000000003,0.9179791832946635
0.34750000000000003,0.9178609976798144
0.34800000000000003,0.9177428120649652
0.34850000000000003,0.917624626450116
0.34900000000000003,0.9175064408352669
0.34950000000000003,0.9173882552204177
0.35000000000000003,0.9172700696055684
0.35050000000000003,0.9171518839907193
0.35100000000000003,0.9170336983758701
0.35150000000000003,0.9169155127610209
0.352,0.9167973271461718
0.3525,0.9166791415313226
0.353,0.9165609559164734
0.3535,0.9164427703016241
0.354,0.916324584686775
0.3545,0.9162063990719258
0.355,0.9160882134570766
0.3555,0.9159700278422274
0.356,0.9158518422273783
0.3565,0.915733656612529
0.357,0.9156154709976798
0.3575,0.9154972853828307
0.358,0.9153790997679815
0.3585,0.9152609141531323
0.359,0.9151427285382832
0.3595,0.9150245429234339
0.36,0.9149063573085847
0.3605,0.9147881716937355
0.361,0.9146699860788864
0.3615,0.9145518004640372
0.362,0.914433614849188
0.3625,0.9143154292343387
0.363,0.9141972436194896
0.3635,0.9140790580046404
0.364,0.9139608723897912
0.3645,0.9138426867749421
0.365,0.9137245011600929
0.3655,0.9136063155452436
0.366,0.9134881299303945
0.3665,0.9133699443155453
0.367,0.9132517587006961
0.3675,0.9131335730858469
0.368,0.9130153874709978
0.3685,0.9128972018561485
0.369,0.9127790162412993
0.3695,0.9126608306264502
0.37,0.912542645011601
0.3705,0.9124244593967518
0.371,0.9123062737819025
0.3715,0.9121880881670534
0.372,0.9120699025522042
0.3725,0.911951716937355
0.373,0.9118335313225059
0.3735,0.9117153457076567
0.374,0.9115971600928074
0.3745,0.9114789744779583
0.375,0.9113607888631091
0.3755,0.9112426032482599
0.376,0.9111244176334107
0.3765,0.9110062320185616
0.377,0.9108880464037123
0.3775,0.9107698607888631
